Point1,Point2,PredictedCost
A,B,3.7354550000000004
C,B,1.4492117
A,C,6.9814414
B,C,27.367613
B,A,27.27601
C,A,1.2230463
A,B,3.653398
C,B,1.4594733999999998
A,C,6.992862
B,C,27.37387
B,A,27.241868
C,A,1.364135
A,B,3.820735
C,B,1.4507860000000001
A,C,7.0239276
B,C,27.367309999999996
B,A,27.268276
C,A,1.2096368
A,B,3.6777202000000004
C,B,1.6554594
A,C,7.035067999999999
B,C,27.329992999999998
B,A,27.270675
C,A,1.1906028
A,B,3.690034
C,B,1.4756441
A,C,7.042066999999999
B,C,27.33935
B,A,27.340782
C,A,1.2061276
A,B,3.6925739999999996
C,B,1.4735788
A,C,7.044245
B,C,27.375394
B,A,27.326991999999997
C,A,1.3362743000000001
A,B,3.696823
C,B,1.4847487
A,C,7.048109
B,C,27.388686
B,A,27.334761999999998
C,A,1.2758821
A,B,3.7088588
C,B,1.4790542
A,C,7.036691
B,C,27.380246
B,A,27.322853
C,A,1.3048321000000003
A,B,3.7191227
C,B,1.4661334
A,C,7.0641354
B,C,27.449143
B,A,27.287996
C,A,1.4162801
A,B,3.740763
C,B,1.481235
A,C,7.072584
B,C,27.4738
B,A,27.259594
C,A,1.2741223
A,B,3.73109
C,B,1.5926741
A,C,7.06594
B,C,27.378047
B,A,27.272409999999997
C,A,1.26179755
A,B,3.729845
C,B,1.4943369
A,C,7.049045
B,C,27.3458
B,A,27.270471999999998
C,A,1.2628056
A,B,3.7338614000000003
C,B,1.5435755
A,C,7.073448599999999
B,C,27.41338
B,A,27.335078
C,A,1.3497546
A,B,3.7375756
C,B,1.5522271
A,C,7.07878
B,C,27.445963
B,A,27.30034
C,A,1.3301872
A,B,3.7894584000000004
C,B,1.508534
A,C,7.082435
B,C,27.49519
B,A,27.277046000000002
C,A,1.2458116
A,B,3.774941
C,B,1.515317
A,C,7.083993
B,C,27.431625
B,A,27.26798
C,A,1.3257265
A,B,3.7476760000000002
C,B,1.4521807
A,C,7.077117
B,C,27.393907
B,A,27.278543
C,A,1.25750825
A,B,3.7479423
C,B,1.4510915
A,C,7.075606
B,C,27.374977
B,A,27.28423
C,A,1.2260243
A,B,3.7375953
C,B,1.4784232
A,C,7.0829
B,C,27.346295
B,A,27.262615999999998
C,A,1.3587773
A,B,3.7416547999999996
C,B,1.4641322
A,C,7.082353
B,C,27.417612
B,A,27.284585999999997
C,A,1.2601227
A,B,3.778363
C,B,1.4578461999999999
A,C,7.091278999999999
B,C,27.357125
B,A,27.26513
C,A,1.369901
A,B,3.7490312
C,B,1.4734477
A,C,7.1034335
B,C,27.38906
B,A,27.293056
C,A,1.2379795
A,B,3.8079567
C,B,1.5491106
A,C,7.0980944
B,C,27.451092
B,A,27.337184999999998
C,A,1.3614945
A,B,3.7866876000000005
C,B,1.5150756
A,C,7.166027000000001
B,C,27.392095
B,A,27.307203
C,A,1.2533963
A,B,3.6995832
C,B,1.485002
A,C,7.097778
B,C,27.424645
B,A,27.282965
C,A,1.2819491000000003
A,B,3.7711862000000003
C,B,1.4824629
A,C,7.102582000000001
B,C,27.385855
B,A,27.281767
C,A,1.2172066
A,B,3.7845053
C,B,1.54103115
A,C,7.114817
B,C,27.445477
B,A,27.308378
C,A,1.3853855
A,B,3.8848497
C,B,1.5226364
A,C,7.118932000000001
B,C,27.503765
B,A,27.326759999999997
C,A,1.2550831
A,B,3.8766086000000004
C,B,1.5578575
A,C,7.0926905
B,C,27.446377000000002
B,A,27.31303
C,A,1.268658
A,B,3.7043642
C,B,1.5419646999999999
A,C,7.1257226
B,C,27.400732
B,A,27.307373
C,A,1.2110911
A,B,3.7523285
C,B,1.5469968
A,C,7.124191499999999
B,C,27.448252
B,A,27.330196
C,A,1.1859879
A,B,3.816925
C,B,1.5074737
A,C,7.03816
B,C,27.419233000000002
B,A,27.327162
C,A,1.3950646
A,B,3.8012333
C,B,1.5209228000000001
A,C,7.113045
B,C,27.476513
B,A,27.285695
C,A,1.27539635
A,B,3.8343858
C,B,1.4922664
A,C,7.134919
B,C,27.432632
B,A,27.317512
C,A,1.295118
A,B,3.812271
C,B,1.4726236000000001
A,C,7.053732000000001
B,C,27.41152
B,A,27.340198
C,A,1.2253322
A,B,3.7785865
C,B,1.4594837999999999
A,C,7.142275
B,C,27.467352
B,A,27.307066
C,A,1.2216762
A,B,3.7944116
C,B,1.4950722
A,C,7.144660000000001
B,C,27.44118
B,A,27.32768
C,A,1.274202
A,B,3.913651
C,B,1.5372603999999999
A,C,7.147008
B,C,27.476358
B,A,27.348882
C,A,1.1958271
A,B,3.966596
C,B,1.5415229
A,C,7.140519
B,C,27.464867
B,A,27.365672999999997
C,A,1.3103679
A,B,3.840611
C,B,1.6260698
A,C,7.141771
B,C,27.45791
B,A,27.359715
C,A,1.25878155
A,B,3.855054
C,B,1.5373282
A,C,7.1363516
B,C,27.521896
B,A,27.3481
C,A,1.29798725
A,B,3.8377427
C,B,1.531069
A,C,7.138167
B,C,27.492172
B,A,27.3512
C,A,1.3422735000000001
A,B,3.8444825
C,B,1.5049562
A,C,7.1370706
B,C,27.484285999999997
B,A,27.349465999999996
C,A,1.2593716
A,B,3.8428687
C,B,1.5008204
A,C,7.138897999999999
B,C,27.504492
B,A,27.363902000000003
C,A,1.2627736
A,B,3.8472943
C,B,1.5312291999999998
A,C,7.144851
B,C,27.517813
B,A,27.357298
C,A,1.3013415000000002
A,B,3.8568318
C,B,1.6009986
A,C,7.1210496
B,C,27.393037
B,A,27.229822
C,A,1.1932388
A,B,3.6049160000000002
C,B,1.4596
A,C,6.97134
B,C,27.376384
B,A,27.224165000000003
C,A,1.2434535
A,B,3.6072396
C,B,1.4001638
A,C,6.975809
B,C,27.388495
B,A,27.24355
C,A,1.1407748
A,B,3.6106
C,B,1.4620870000000001
A,C,6.9786385
B,C,27.383658
B,A,27.225548
C,A,1.1901587
A,B,3.6188493999999998
C,B,1.4189646
A,C,6.978025
B,C,27.354497
B,A,27.229459999999996
C,A,1.1800215
A,B,3.5192564
C,B,1.4025055
A,C,6.918642
B,C,27.359896999999997
B,A,27.218634
C,A,1.25461295
A,B,3.6297660000000005
C,B,1.3821438
A,C,6.926207000000001
B,C,27.270305
B,A,27.224627
C,A,1.1508204
A,B,3.6305322999999996
C,B,1.3452865
A,C,6.949805
B,C,27.472535
B,A,27.278358
C,A,1.1422485
A,B,3.645609
C,B,1.4749788000000001
A,C,6.997643
B,C,27.40314
B,A,27.253175
C,A,1.1680931
A,B,3.6349617
C,B,1.4349252000000001
A,C,6.909066
B,C,27.40544
B,A,27.237922
C,A,1.2308358999999998
A,B,3.6401477
C,B,1.5314169
A,C,7.003005
B,C,27.410558
B,A,27.237332000000002
C,A,1.3722584
A,B,3.6805943
C,B,1.4911629
A,C,6.957901
B,C,27.397358
B,A,27.22785
C,A,1.1875182
A,B,3.640821
C,B,1.3624892
A,C,6.9746785
B,C,27.483487
B,A,27.279615000000003
C,A,1.2029953
A,B,3.6491476
C,B,1.4171198
A,C,7.0107386
B,C,27.418840000000003
B,A,27.250075
C,A,1.5625
A,B,3.6644949999999996
C,B,1.4228508
A,C,7.00997
B,C,27.43243
B,A,27.223969
C,A,1.22150555
A,B,3.652322
C,B,1.3581067
A,C,6.995171000000001
B,C,27.390468
B,A,27.236735999999997
C,A,1.1405431
A,B,3.6486370000000004
C,B,1.3958438999999998
A,C,7.0065364
B,C,27.352190000000004
B,A,27.282828000000002
C,A,1.2275755
A,B,3.6664356
C,B,1.5880145
A,C,6.9478539999999995
B,C,27.397043
B,A,27.27332
C,A,1.2156963
A,B,3.6749330000000002
C,B,1.4146626
A,C,7.023592999999999
B,C,27.43218
B,A,27.250934
C,A,1.3073511
A,B,3.6646746
C,B,1.4201388
A,C,6.996962
B,C,27.375764
B,A,27.249813
C,A,1.2242898000000002
A,B,3.6601372000000003
C,B,1.4167257
A,C,6.948833
B,C,27.382067
B,A,27.300434999999997
C,A,1.2695499
A,B,3.8951032
C,B,1.49219185
A,C,7.0313245
B,C,27.426636
B,A,27.279228000000003
C,A,1.1910632
A,B,3.7008589999999995
C,B,1.4511183
A,C,7.033594
B,C,27.383304
B,A,27.245604999999998
C,A,1.2607798000000001
A,B,3.6947627
C,B,1.470428
A,C,7.0303949999999995
B,C,27.38915
B,A,27.243945
C,A,1.2667522
A,B,3.6957618
C,B,1.4612243
A,C,7.022094999999999
B,C,27.397698
B,A,27.268887
C,A,1.1984184
A,B,3.7789427000000004
C,B,1.4015861
A,C,7.0552334
B,C,27.360398
B,A,27.252698
C,A,1.1728428
A,B,3.707526
C,B,1.9584447
A,C,7.055357000000001
B,C,27.382928000000003
B,A,27.285826
C,A,1.2030764999999999
A,B,3.7118655
C,B,1.437784
A,C,7.050509
B,C,27.412784
B,A,27.27575
C,A,1.23994425
A,B,3.7425034
C,B,1.4343955
A,C,7.0472956
B,C,27.431315
B,A,27.273425
C,A,1.2368977
A,B,3.7168164
C,B,1.4371194
A,C,7.0406005
B,C,27.39474
B,A,27.282318
C,A,1.2633942
A,B,3.7314836
C,B,1.4726311
A,C,7.051055
B,C,27.39854
B,A,27.27434
C,A,1.2280098999999998
A,B,3.7255038000000003
C,B,1.4435545
A,C,7.046773
B,C,27.41543
B,A,27.26568
C,A,1.1945888
A,B,3.7158486
C,B,1.4436081
A,C,7.035889
B,C,27.351588
B,A,27.269727000000003
C,A,1.2211553999999998
A,B,3.736096
C,B,1.4732003
A,C,7.062957000000001
B,C,27.358848
B,A,27.29422
C,A,1.1756912
A,B,3.7036072
C,B,1.4422722
A,C,7.063851
B,C,27.372372
B,A,27.284345000000002
C,A,1.2990512
A,B,3.6981486000000006
C,B,1.4442511
A,C,7.069002
B,C,27.414703
B,A,27.28789
C,A,1.148203
A,B,3.7483864000000002
C,B,1.4490828000000002
A,C,7.1076356
B,C,27.427453000000003
B,A,27.296895000000003
C,A,1.2802489
A,B,3.7682059999999997
C,B,1.5186951000000002
A,C,7.0598125
B,C,27.42319
B,A,27.284318
C,A,1.2445711
A,B,3.7581876000000003
C,B,1.4291577
A,C,7.05817
B,C,27.393162
B,A,27.293533
C,A,1.269608
A,B,3.7503473
C,B,1.483269
A,C,7.06255
B,C,27.424186
B,A,27.295202
C,A,1.1863567
A,B,3.7454944
C,B,1.4776021000000001
A,C,7.0554316
B,C,27.440518
B,A,27.307558
C,A,1.17409825
A,B,3.58674
C,B,1.5319437
A,C,7.056919
B,C,27.40656
B,A,27.284485
C,A,1.17055625
A,B,3.6959160000000004
C,B,1.4659867
A,C,7.088569000000001
B,C,27.397388
B,A,27.304173
C,A,1.1606082
A,B,3.7754983
C,B,1.4499895
A,C,7.0877485
B,C,27.48788
B,A,27.291172999999997
C,A,1.2298651000000003
A,B,3.717547
C,B,1.4606803999999998
A,C,7.15343
B,C,27.408009999999997
B,A,27.31346
C,A,1.2831315
A,B,3.79061
C,B,1.5016108999999997
A,C,7.2267
B,C,27.569687
B,A,27.314252000000003
C,A,1.2515202
A,B,3.7601136
C,B,1.4558323
A,C,7.070281
B,C,27.4696
B,A,27.3053
C,A,1.1964656
A,B,3.7295144
C,B,1.428815
A,C,7.109476
B,C,27.445757
B,A,27.332109999999997
C,A,1.15283355
A,B,3.7115656
C,B,1.4840893
A,C,7.114223
B,C,27.492195
B,A,27.319884000000002
C,A,1.3414167
A,B,3.7936873999999996
C,B,1.512602
A,C,7.0948794
B,C,27.544497999999997
B,A,27.31737
C,A,1.2455173000000002
A,B,3.7384525
C,B,1.4282643999999998
A,C,7.129533599999999
B,C,27.49921
B,A,27.35598
C,A,1.1019364
A,B,3.7221733
C,B,1.2893744
A,C,6.883395
B,C,27.308536
B,A,27.281564
C,A,1.0733306
A,B,3.5278150000000004
C,B,1.3537362
A,C,6.903756
B,C,27.341086
B,A,27.232867
C,A,1.2326643
A,B,3.5486147
C,B,1.3410218
A,C,6.917749000000001
B,C,27.267115999999998
B,A,27.208227
C,A,1.1826277
A,B,3.5074905
C,B,1.4275067
A,C,6.92903
B,C,27.405843
B,A,27.16728
C,A,1.20680705
A,B,3.5737913
C,B,1.3030142
A,C,6.892378999999999
B,C,27.491647
B,A,27.18681
C,A,1.1735119
A,B,3.5714699999999997
C,B,1.36941
A,C,6.956293
B,C,27.296984
B,A,27.176738
C,A,1.1496633
A,B,3.5800785000000004
C,B,1.465904
A,C,6.8843246
B,C,27.346121999999998
B,A,27.152973
C,A,1.1440098
A,B,3.568147
C,B,1.3241515
A,C,6.929200999999999
B,C,27.2953
B,A,27.263659999999998
C,A,1.1979692
A,B,3.5866458
C,B,1.36046335
A,C,6.940373
B,C,27.28135
B,A,27.26503
C,A,1.12958625
A,B,3.58031
C,B,1.4141649
A,C,6.959428999999999
B,C,27.30159
B,A,27.26528
C,A,1.1572912
A,B,3.5876058
C,B,1.414419
A,C,6.9449483999999995
B,C,27.28867
B,A,27.24473
C,A,1.1558278999999998
A,B,3.6196947
C,B,1.3887621
A,C,6.9504589999999995
B,C,27.288008
B,A,27.282333
C,A,1.0978155
A,B,3.5912342000000006
C,B,1.3648748
A,C,6.950223
B,C,27.28047
B,A,27.25243
C,A,1.113832
A,B,3.59686
C,B,1.3634451
A,C,6.957817
B,C,27.330536
B,A,27.260476
C,A,1.1459224
A,B,3.6262546
C,B,1.3595998
A,C,6.957878999999999
B,C,27.279603
B,A,27.276742
C,A,1.1589356000000002
A,B,3.6030866
C,B,1.39974505
A,C,6.974619000000001
B,C,27.297825
B,A,27.258416999999998
C,A,1.1474483
A,B,3.609149
C,B,1.4433533
A,C,6.970356
B,C,27.327186
B,A,27.23921
C,A,1.1737026
A,B,3.621003
C,B,1.3796143
A,C,6.9709460000000005
B,C,27.33314
B,A,27.233403999999997
C,A,1.2235969
A,B,3.625007
C,B,1.3936363
A,C,6.973133
B,C,27.344167
B,A,27.235627
C,A,1.1789598
A,B,3.6276236000000006
C,B,1.4367014
A,C,6.974797
B,C,27.306986
B,A,27.243053999999997
C,A,1.25106275
A,B,3.6267146
C,B,1.364328
A,C,6.974953
B,C,27.327636
B,A,27.258765999999998
C,A,1.1195786
A,B,3.6340453
C,B,1.41958445
A,C,6.980242999999999
B,C,27.301161999999998
B,A,27.23599
C,A,1.2463792999999999
A,B,3.7470356
C,B,1.3772532
A,C,6.983246
B,C,27.30765
B,A,27.243268
C,A,1.1777639
A,B,3.6432564
C,B,1.4010704999999999
A,C,6.98424
B,C,27.32193
B,A,27.218783
C,A,1.2020625
A,B,3.624634
C,B,1.4154322
A,C,6.98933
B,C,27.380627
B,A,27.199547999999997
C,A,1.1114582
A,B,3.6088556000000005
C,B,1.402355
A,C,6.986263
B,C,27.347398
B,A,27.210832
C,A,1.1223704
A,B,3.635396
C,B,1.4440499
A,C,7.004775
B,C,27.321112
B,A,27.263170000000002
C,A,1.1952311000000002
A,B,3.6788992999999994
C,B,1.4447302
A,C,6.996602
B,C,27.329633
B,A,27.25482
C,A,1.15945265
A,B,3.6568463
C,B,1.38938725
A,C,6.9987520000000005
B,C,27.36283
B,A,27.27571
C,A,1.1958547
A,B,3.6841765
C,B,1.41432285
A,C,7.000307
B,C,27.391790000000004
B,A,27.252
C,A,1.1966623
A,B,3.6740150000000003
C,B,1.4203683
A,C,7.0303015
B,C,27.400342
B,A,27.24154
C,A,1.2235969
A,B,3.6868446
C,B,1.5093766
A,C,6.9924384
B,C,27.41121
B,A,27.246302000000004
C,A,1.1000767
A,B,3.6804415
C,B,1.3967127000000001
A,C,7.012422
B,C,27.319467
B,A,27.263325
C,A,1.2525223
A,B,3.681743
C,B,1.4115281000000002
A,C,7.00905
B,C,27.35753
B,A,27.259925
C,A,1.2401685
A,B,3.684479
C,B,1.3999358
A,C,7.008292999999999
B,C,27.320915000000003
B,A,27.250916
C,A,1.2441859
A,B,3.6931206
C,B,1.4606878
A,C,7.0144475
B,C,27.442956
B,A,27.260828
C,A,1.1725873
A,B,3.7105016
C,B,1.3852835
A,C,7.010151
B,C,27.397934
B,A,27.254093
C,A,1.2242198
A,B,3.6787002999999996
C,B,1.3897881
A,C,7.004022
B,C,27.379215
B,A,27.250174
C,A,1.1786148
A,B,3.6808650000000003
C,B,1.4368466999999998
A,C,7.001159
B,C,27.363127000000002
B,A,27.261263
C,A,1.1486135
A,B,3.687074
C,B,1.4274836
A,C,6.986333
B,C,27.398473
B,A,27.24442
C,A,1.1133201
A,B,3.651902
C,B,1.3975351999999999
A,C,7.0331410000000005
B,C,27.323242999999998
B,A,27.24377
C,A,1.141952
A,B,3.642442
C,B,1.4235869
A,C,7.037875
B,C,27.399134999999998
B,A,27.283198
C,A,1.0616168
A,B,3.7139516
C,B,1.4238387
A,C,7.04832
B,C,27.364725
B,A,27.270314
C,A,1.0967977
A,B,3.7211422
C,B,1.4321104
A,C,7.038876400000001
B,C,27.401059999999998
B,A,27.245426
C,A,1.2761325
A,B,3.7252154
C,B,1.4486678
A,C,7.019228999999999
B,C,27.392733
B,A,27.25889
C,A,1.1750624
A,B,3.693717
C,B,1.5270606000000002
A,C,7.04026
B,C,27.537197
B,A,27.299833000000003
C,A,1.0361247
A,B,3.73037
C,B,1.4165834
A,C,7.042824499999999
B,C,27.477717
B,A,27.27617
C,A,1.2177913999999999
A,B,3.722147
C,B,1.4077306
A,C,7.030181
B,C,27.60756
B,A,27.26884
C,A,1.1215374
A,B,3.6789970000000003
C,B,1.4880575
A,C,7.16757
B,C,27.419826
B,A,27.301377000000002
C,A,1.0596469
A,B,3.6359485
C,B,1.5797667
A,C,7.057505
B,C,27.405167
B,A,27.31055
C,A,1.0532275
A,B,3.633582
C,B,1.5317649
A,C,7.0258476
B,C,27.4114
B,A,27.316177
C,A,1.2843423
A,B,3.7557486000000004
C,B,1.4173701
A,C,7.044558
B,C,27.3947
B,A,27.234513
C,A,1.075352
A,B,3.473788
C,B,1.3067037000000001
A,C,6.854375500000001
B,C,27.24329
B,A,27.124333
C,A,1.0137923
A,B,3.4802772000000006
C,B,1.3065569
A,C,7.006086
B,C,27.255934000000003
B,A,27.18882
C,A,1.0545574
A,B,3.5270423
C,B,1.3123661
A,C,6.8737194
B,C,27.214676
B,A,27.19506
C,A,1.1141032
A,B,3.4998767
C,B,1.2882121
A,C,6.873297
B,C,27.272087
B,A,27.166313
C,A,1.1956111
A,B,3.503128
C,B,1.3307378
A,C,6.877662
B,C,27.36947
B,A,27.174421999999996
C,A,1.0377169
A,B,3.5108056000000003
C,B,1.2839496
A,C,6.900144999999999
B,C,27.306991999999997
B,A,27.14194
C,A,1.1537693000000002
A,B,3.5148904
C,B,1.3316713
A,C,6.8454646
B,C,27.336133
B,A,27.23511
C,A,1.0529026
A,B,3.5090133999999997
C,B,1.3004474
A,C,6.8847
B,C,27.21743
B,A,27.237684
C,A,1.0708228000000002
A,B,3.5245735000000002
C,B,1.2978449
A,C,6.8894245
B,C,27.252686
B,A,27.224904
C,A,1.3161823
A,B,3.446456
C,B,1.2841769
A,C,6.912192
B,C,27.394176
B,A,27.14976
C,A,1.0648437
A,B,3.5236906
C,B,1.3229623
A,C,7.0170134
B,C,27.411675
B,A,27.16406
C,A,1.0495767
A,B,3.53488
C,B,1.3844207
A,C,6.877916
B,C,27.285165000000003
B,A,27.16068
C,A,1.0925829
A,B,3.5095427000000003
C,B,1.2930557
A,C,6.892591
B,C,27.33757
B,A,27.175054
C,A,1.0317557
A,B,3.5740618
C,B,1.33783
A,C,6.908283
B,C,27.288234000000003
B,A,27.212035999999998
C,A,1.1098601
A,B,3.5626467000000006
C,B,1.34810805
A,C,6.913957000000001
B,C,27.293628000000002
B,A,27.19968
C,A,1.0767065
A,B,3.5925306
C,B,1.3302624
A,C,6.905361
B,C,27.442103999999997
B,A,27.176815
C,A,1.0904014
A,B,3.5684746
C,B,1.3019234
A,C,6.91953
B,C,27.50904
B,A,27.228808
C,A,1.0560319
A,B,3.5702396
C,B,1.3282611999999998
A,C,6.931652
B,C,27.6388
B,A,27.179188
C,A,1.0780044
A,B,3.5527334
C,B,1.3199732
A,C,6.934796
B,C,27.403164
B,A,27.186108
C,A,1.0962948000000001
A,B,3.4896262
C,B,1.2998469
A,C,6.991700999999999
B,C,27.567545000000003
B,A,27.19475
C,A,1.093626
A,B,3.5751823
C,B,1.3401166000000002
A,C,6.898875
B,C,27.412616999999997
B,A,27.045803999999997
C,A,1.2055427
A,B,3.5786614
C,B,1.2873016
A,C,6.848588
B,C,27.486193
B,A,27.193433000000002
C,A,1.0725021
A,B,3.5851940000000004
C,B,1.3183489
A,C,6.948581
B,C,27.370017999999998
B,A,27.20105
C,A,1.0406882
A,B,3.554874
C,B,1.3315082
A,C,6.9571584
B,C,27.437884000000004
B,A,27.211284999999997
C,A,1.1179686
A,B,3.6040767999999996
C,B,1.3213128
A,C,6.892225
B,C,27.410775
B,A,27.206802
C,A,1.3588898
A,B,3.6349785
C,B,1.3599253999999998
A,C,6.981265
B,C,27.501046999999996
B,A,27.215427000000002
C,A,1.1249006
A,B,3.6000777
C,B,1.358892
A,C,6.9950595
B,C,27.725548
B,A,27.24188
C,A,1.1169724
A,B,3.634784
C,B,1.3399698
A,C,6.966519
B,C,27.594328000000004
B,A,27.177367
C,A,1.135584
A,B,3.603507
C,B,1.3448648
A,C,6.938252
B,C,27.517446999999997
B,A,27.250104999999998
C,A,1.1304811
A,B,3.6559567000000004
C,B,1.3453849
A,C,6.9711669999999994
B,C,27.452824
B,A,27.223917999999998
C,A,1.19702
A,B,3.6361545
C,B,1.3442621000000001
A,C,6.952872
B,C,27.37132
B,A,27.221273999999998
C,A,1.1180438
A,B,3.6665037
C,B,1.3169556999999998
A,C,6.945608999999999
B,C,27.386254
B,A,27.22837
C,A,1.1139527
A,B,3.6133867
C,B,1.3322651
A,C,6.930897
B,C,27.373859999999997
B,A,27.251357000000002
C,A,1.0339439
A,B,3.5966463
C,B,1.3107114
A,C,7.0007086
B,C,27.36694
B,A,27.24261
C,A,1.0781973999999999
A,B,3.5892053999999995
C,B,1.3424888
A,C,6.976524
B,C,27.392656
B,A,27.252832
C,A,1.0187171
A,B,3.5652578
C,B,1.3747513
A,C,6.967386599999999
B,C,27.414235
B,A,27.2528
C,A,1.1391163
A,B,3.6717482000000006
C,B,1.3713038999999998
A,C,6.985942999999999
B,C,27.408755
B,A,27.256256
C,A,1.1061795
A,B,3.6682672999999997
C,B,1.3752431
A,C,6.9801554
B,C,27.44804
B,A,27.250529999999998
C,A,1.0807857
A,B,3.6491644
C,B,1.3360873
A,C,6.955194500000001
B,C,27.403367
B,A,27.24747
C,A,1.1219129
A,B,3.635706
C,B,1.3374142
A,C,6.948867
B,C,27.409726000000003
B,A,27.262068
C,A,1.0667853
A,B,3.6176767
C,B,1.3823181
A,C,6.92733
B,C,27.411437
B,A,27.263223999999997
C,A,1.0591723
A,B,3.6110736
C,B,1.3113573
A,C,6.762971
B,C,27.249074
B,A,27.112705
C,A,1.0490552
A,B,3.4418534
C,B,1.18214935
A,C,6.779008
B,C,27.2408
B,A,27.094418
C,A,1.0188453000000002
A,B,3.4409292
C,B,1.1581957
A,C,6.789167
B,C,27.25553
B,A,27.107155
C,A,1.0228261
A,B,3.4409788
C,B,1.1883877
A,C,6.8033524000000005
B,C,27.380246
B,A,27.17509
C,A,0.9951204
A,B,3.4492656999999998
C,B,1.2681231
A,C,6.827891999999999
B,C,27.240598
B,A,27.123752000000003
C,A,1.0621496
A,B,3.4837984
C,B,1.2516566
A,C,6.833133999999999
B,C,27.332746999999998
B,A,27.13056
C,A,1.0143638000000001
A,B,3.4985088
C,B,1.1962302
A,C,6.803386
B,C,27.503770000000003
B,A,27.189767
C,A,1.0072127
A,B,3.4596507000000005
C,B,1.2310468
A,C,6.842801
B,C,27.276576
B,A,27.149168
C,A,1.0891959
A,B,3.472493
C,B,1.3555199
A,C,6.8142146
B,C,27.248597
B,A,27.122277
C,A,0.9885564
A,B,3.462965
C,B,1.2004085
A,C,6.822514999999999
B,C,27.28337
B,A,27.12661
C,A,1.03174895
A,B,3.467073
C,B,1.2173101
A,C,6.858
B,C,27.275294
B,A,27.101377000000003
C,A,1.0192141
A,B,3.4594648
C,B,1.1964276000000003
A,C,6.843371
B,C,27.41409
B,A,27.132303000000004
C,A,1.0327451
A,B,3.4877397
C,B,1.2987241
A,C,6.852996000000001
B,C,27.372438
B,A,27.12943
C,A,1.0839738
A,B,3.5223003
C,B,1.2411237
A,C,6.8482764
B,C,27.304384000000002
B,A,27.127075
C,A,1.0260835
A,B,3.5149407
C,B,1.2265138
A,C,6.8525076
B,C,27.25563
B,A,27.136362
C,A,0.978139
A,B,3.47253
C,B,1.212687
A,C,6.8579300000000005
B,C,27.256159999999998
B,A,27.12065
C,A,1.0221839
A,B,3.3633366000000002
C,B,1.2664765
A,C,6.8663490000000005
B,C,27.252184999999997
B,A,27.1516
C,A,1.0529362
A,B,3.510052
C,B,1.2585796
A,C,6.871072
B,C,27.294755
B,A,27.18681
C,A,1.0268122
A,B,3.5125237
C,B,1.2514435
A,C,6.873506
B,C,27.276444
B,A,27.18423
C,A,1.04003325
A,B,3.5196207000000004
C,B,1.3006985
A,C,6.864003
B,C,27.277082
B,A,27.164167
C,A,1.0323837
A,B,3.52953
C,B,1.2925968
A,C,6.8897255
B,C,27.315444
B,A,27.1636
C,A,1.0495424
A,B,3.5196945
C,B,1.29701495
A,C,6.881294
B,C,27.304446999999996
B,A,27.159792
C,A,1.061891
A,B,3.5468012000000004
C,B,1.2738831
A,C,6.863125999999999
B,C,27.267477000000003
B,A,27.157882
C,A,1.0330349
A,B,3.39872
C,B,1.2783021
A,C,6.88918
B,C,27.303728000000003
B,A,27.148288
C,A,1.0217555
A,B,3.5034135
C,B,1.2557961
A,C,6.8550885
B,C,27.340126
B,A,27.17573
C,A,1.0836318
A,B,3.5403553
C,B,1.2937412
A,C,6.8901055
B,C,27.338874
B,A,27.18246
C,A,1.0530107
A,B,3.5451203999999996
C,B,1.4344588
A,C,6.804686
B,C,27.3122
B,A,27.167302000000003
C,A,1.0430299
A,B,3.5362847
C,B,1.3020642
A,C,6.882636
B,C,27.309784
B,A,27.17871
C,A,1.0641947
A,B,3.5435706
C,B,1.6048148
A,C,6.8796836
B,C,27.29524
B,A,27.180678
C,A,1.0849655
A,B,3.5469410000000003
C,B,1.284311
A,C,6.881772
B,C,27.31459
B,A,27.153677000000002
C,A,1.06487125
A,B,3.5397835
C,B,1.3000801
A,C,6.881075
B,C,27.328446999999997
B,A,27.15816
C,A,1.1124939
A,B,3.5333242
C,B,1.3662688
A,C,6.868338
B,C,27.332496999999996
B,A,27.167815
C,A,1.0082237
A,B,3.5085432
C,B,1.2720987
A,C,6.915306
B,C,27.310972999999997
B,A,27.169284
C,A,0.997813
A,B,3.5044584000000003
C,B,1.294864
A,C,6.9148205
B,C,27.379596000000003
B,A,27.18311
C,A,0.9661719
A,B,3.5797454
C,B,1.3141766
A,C,6.916954
B,C,27.42043
B,A,27.19748
C,A,1.0365613
A,B,3.5674304
C,B,1.2981042
A,C,6.900815
B,C,27.474675
B,A,27.204162
C,A,0.9510294
A,B,3.6083076000000003
C,B,1.3054937
A,C,6.9586635
B,C,27.388543
B,A,27.20176
C,A,1.0805756
A,B,3.5782997
C,B,1.4211296999999998
A,C,6.907331
B,C,27.435166
B,A,27.191424
C,A,1.06976405
A,B,3.506163
C,B,1.282233
A,C,6.7869924
B,C,27.35176
B,A,27.189264
C,A,0.9904757
A,B,3.437324
C,B,1.3207175
A,C,6.905265
B,C,27.421832
B,A,27.234674
C,A,0.889843
A,B,3.6062955999999997
C,B,1.3362415
A,C,6.9267675
B,C,27.43234
B,A,27.199358
C,A,0.9880602
A,B,3.5371684
C,B,1.2595788
A,C,6.9460619999999995
B,C,27.305203999999996
B,A,27.203423
C,A,1.0280013
A,B,3.537621
C,B,1.2671702
